ID,TIME,popPred_medianCOV,popPred,indivPred_mean,indivPred_mode
231215_glu005_5,6.1034976,0.206029,0.206029,0.240451,0.238646
231215_glu005_5,6.27681075798488,0.207279,0.207279,0.242259,0.240435
231215_glu005_5,6.3127,0.207536,0.207536,0.24263,0.240802
231215_glu005_5,6.4425808,0.208462,0.208462,0.243962,0.24212
231215_glu005_5,6.7637,0.210717,0.210717,0.247191,0.245317
231215_glu005_5,6.781664,0.210842,0.210842,0.247369,0.245493
231215_glu005_5,7.1207472,0.213172,0.213172,0.250674,0.248768
231215_glu005_5,7.2146,0.213808,0.213808,0.251571,0.249657
231215_glu005_5,7.4598304,0.215451,0.215451,0.253881,0.251947
231215_glu005_5,7.6655,0.21681,0.21681,0.255779,0.25383
231215_glu005_5,7.7989136,0.217682,0.217682,0.256993,0.255033
231215_glu005_5,8.1164,0.219728,0.219728,0.259822,0.257841
231215_glu005_5,8.1379968,0.219865,0.219865,0.260012,0.25803
231215_glu005_5,8.47708,0.222002,0.222002,0.262941,0.260939
231215_glu005_5,8.5673,0.222563,0.222563,0.263706,0.261698
231215_glu005_5,8.62949226132753,0.222947,0.222947,0.26423,0.262219
231215_glu005_5,8.8161632,0.224093,0.224093,0.265784,0.263763
231215_glu005_5,9.0182,0.225317,0.225317,0.267437,0.265407
231215_glu005_5,9.1552464,0.226139,0.226139,0.268542,0.266505
231215_glu005_5,9.4691,0.227993,0.227993,0.271022,0.268972
231215_glu005_5,9.4943296,0.228141,0.228141,0.271218,0.269167
231215_glu005_5,9.8334128,0.2301,0.2301,0.273814,0.271752
231215_glu005_5,9.92,0.230594,0.230594,0.274465,0.2724
231215_glu005_5,10.172496,0.232018,0.232018,0.276334,0.274261
231215_glu005_5,10.3709,0.233121,0.233121,0.277773,0.275695
231215_glu005_5,10.5115792,0.233894,0.233894,0.278778,0.276697
231215_glu005_5,10.8218,0.235576,0.235576,0.280951,0.278864
231215_glu005_5,10.8506624,0.235731,0.235731,0.28115,0.279062
231215_glu005_5,11.1897456,0.237528,0.237528,0.283452,0.281359
231215_glu005_5,11.2727,0.237961,0.237961,0.284004,0.28191
231215_glu005_5,11.5288288,0.239286,0.239286,0.285685,0.283588
231215_glu005_5,11.7236,0.240279,0.240279,0.286938,0.284839
231215_glu005_5,11.8640085800865,0.240987,0.240987,0.287827,0.285728
