"carbonsource","cell_area_cyto","cell_area_nucleus","cellno","experiment","measurement_count","ID","time","measured_nuc_area","measured_cyto_area","BG_area","REF_area","ROI_nuc","ROI_cyto","BG","REF","REF_BG","logref","MID","a","r","y_start",".fitted",".resid","recovery_time","ROI_nuc_BG","ROI_cyto_BG","frap_norm","normREF","fullnormREF","normint","bleach_corrected_nucleus","bleach_corrected_nucleus_zeroes","fraptest","reftest","bleach_corrected_nucleus_test","normint_cyto","normint_nuc_zero","bleach_depth_nuc","bleached_volume","gap_ratio_nuc","corr_normint_nuc","tag"
"glu005",13.747,15.756,7,231215,40,"231215-glu005-7-40",25.3871,2.1801,NA,4.8108,54.147,6.05,NA,2.069,7.856,5.787,1.91500901772162,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.99486889846226,-0.20786889846226,14.88,3.981,NA,0.0560341366613519,11.7459985572068,0.600517313940161,0.338923930614435,5.53825795621801,0.0913245520819308,0.17686415979528,0.521840282787477,0.213031644011823,NA,0.230381697857007,0.868984574921808,0.207549504950495,22.3012504950495,0.0151975303218836,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,41,"231215-glu005-7-41",25.8247,2.1801,NA,4.8108,54.147,6.563,NA,2.027,7.934,5.907,1.93253539010684,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.93249936157354,-0.0254993615735408,15.3176,4.536,NA,0.0854563599031877,11.9895651421151,0.612969720657427,0.378328984098566,6.33565304636983,0.128526734786812,0.201521182826272,0.532661232145433,0.243725496467038,NA,0.276316666952696,0.868984574921808,0.207549504950495,22.3012504950495,0.0169644739958662,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,42,"231215-glu005-7-42",26.2624,2.1801,NA,4.8108,54.147,7.087,NA,2.048,7.957,5.909,1.93282490950666,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.87110727634597,0.0378927236540347,15.7553,5.039,NA,0.115509469023503,11.9936245851969,0.613177260769381,0.420139880501125,7.06643606302874,0.162621155029848,0.223867998294001,0.532841581301399,0.271862094515362,NA,0.325056157558592,0.868984574921808,0.207549504950495,22.3012504950495,0.018839296953074,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,43,"231215-glu005-7-43",26.7,2.1801,NA,4.8108,54.147,5.34,NA,2.029,7.67,5.641,1.89326255455858,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.81070493414993,-0.169704934149928,16.1929,3.311,NA,0.0153133208685578,11.4496592122349,0.585366885767487,0.28917891254457,4.66178880068856,0.050433197141443,0.147098023883992,0.508674794401962,0.179365725047666,NA,0.172393301302134,0.868984574921808,0.207549504950495,22.3012504950495,0.0129669371055566,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,44,"231215-glu005-7-44",27.1377,2.1801,NA,4.8108,54.147,7.59,NA,1.958,7.739,5.781,1.91412458370171,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.75124921385717,0.0297507861428263,16.6306,5.632,NA,0.144358159648539,11.7338202279613,0.599894693604297,0.479980082409914,7.96147974567572,0.204379097888944,0.250213249928917,0.521299235319579,0.306351001989363,NA,0.394812637561011,0.868984574921808,0.207549504950495,22.3012504950495,0.0215225636121374,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,45,"231215-glu005-7-45",27.5753,2.1801,NA,4.8108,54.147,6.983,NA,2.118,7.733,5.615,1.88933979756692,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.69275201915655,-0.0777520191565477,17.0682,4.865,NA,0.109544729808784,11.3968864521714,0.582668864312079,0.426870972209528,6.90480361585363,0.1550802510224,0.216137688370771,0.506330255374405,0.265714638057671,NA,0.332902676273006,0.868984574921808,0.207549504950495,22.3012504950495,0.0191411227053965,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,46,"231215-glu005-7-46",28.013,2.1801,NA,4.8108,54.147,6.407,NA,2.015,7.318,5.303,1.84102571053097,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.63517158900132,-0.332171589001318,17.5059,4.392,NA,0.076509251081109,10.7636133314096,0.550292606847187,0.408041413675051,6.25847544842803,0.124926041561064,0.195123684958772,0.478195787043717,0.240863697685927,NA,0.310952821802818,0.868984574921808,0.207549504950495,22.3012504950495,0.0182967952297396,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,47,"231215-glu005-7-47",28.4506,2.1801,NA,4.8108,54.147,6.443,NA,2.033,7.406,5.373,1.85207031633216,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.57851945162663,-0.205519451626629,17.9435,4.41,NA,0.0785739685015886,10.9056938392728,0.557556510765592,0.404375921880276,6.30931410302886,0.127297900806611,0.195923372192209,0.484508007502525,0.242841878546864,NA,0.306679911670078,0.868984574921808,0.207549504950495,22.3012504950495,0.0181324326171773,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,48,"231215-glu005-7-48",28.8883,2.1801,NA,4.8108,54.147,6.333,NA,2.014,7.418,5.404,1.85692279513447,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.522755163169,-0.118755163169,18.3812,4.319,NA,0.0722651097167896,10.9686152070408,0.560773382500886,0.39375982459733,6.20389585154644,0.122379649991533,0.191880508956497,0.487303419419997,0.238805640631676,NA,0.29430459283425,0.868984574921808,0.207549504950495,22.3012504950495,0.0176564011370007,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,49,"231215-glu005-7-49",29.3259,2.1801,NA,4.8108,54.147,6.733,NA,2.003,7.605,5.602,1.887372633431,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.46788988825204,0.134110111747958,18.8188,4.73,NA,0.0952064143887862,11.3705000721397,0.581319853584375,0.415988740160126,6.8214982667029,0.151193669755879,0.210140034119989,0.505157985860626,0.262602280854696,NA,0.320217120774834,0.868984574921808,0.207549504950495,22.3012504950495,0.0186531575999502,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,50,"231215-glu005-7-50",29.7635,2.1801,NA,4.8108,54.147,6.877,NA,2.076,7.304,5.228,1.82905525397175,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.4138966985242,-0.185896698524203,19.2564,4.801,NA,0.103465284070705,10.6113842158419,0.542509852648896,0.452438617087536,6.95164644796594,0.15726568659904,0.213294355985215,0.471432693694993,0.267636311307836,NA,0.36270720319222,0.868984574921808,0.207549504950495,22.3012504950495,0.0202875895765562,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,51,"231215-glu005-7-51",30.2012,2.1801,NA,4.8108,54.147,6.137,NA,2.092,7.355,5.263,1.83465930354328,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.36074968684454,-0.0977496868445371,19.6941,4.045,NA,0.0610238704275112,10.6824244697735,0.546141804608098,0.378659358785597,5.88047260786076,0.107290454245032,0.179707492180836,0.474588803924398,0.226416586138579,NA,0.276701788902725,0.868984574921808,0.207549504950495,22.3012504950495,0.0169792881735333,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,52,"231215-glu005-7-52",30.6388,2.1801,NA,4.8108,54.147,7.263,NA,2.107,7.468,5.361,1.85018559769667,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.30845949382907,0.0525405061709296,20.1317,5.156,NA,0.125603643079182,10.881337180782,0.556311270093866,0.473838822778715,7.52564888340101,0.184045564905084,0.229065965311345,0.483425912566729,0.289786798649175,NA,0.387653693557005,0.868984574921808,0.207549504950495,22.3012504950495,0.0212471862456277,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,53,"231215-glu005-7-53",31.0765,2.1801,NA,4.8108,54.147,6.64,NA,2.11,7.125,5.015,1.79425634942664,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.2569887895989,-0.241988789598897,20.5694,4.53,NA,0.089872561052547,10.1790535276295,0.520406830725748,0.445031553051962,6.63845446025061,0.142653826440142,0.201254620415126,0.45222550858462,0.255646748129549,NA,0.354072694988827,0.868984574921808,0.207549504950495,22.3012504950495,0.0199554528635401,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,54,"231215-glu005-7-54",31.5141,2.1801,NA,4.8108,54.147,6.897,NA,1.941,7.571,5.63,1.89160480419777,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.20634787915487,0.423652120845131,21.007,4.956,NA,0.104612349304305,11.427332275285,0.584225415151737,0.433697023995604,7.29184475771541,0.17313751705235,0.220180551606483,0.507682874044149,0.280833779617472,NA,0.340859891150668,0.868984574921808,0.207549504950495,22.3012504950495,0.0194472065183913,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,55,"231215-glu005-7-55",31.9518,2.1801,NA,4.8108,54.147,6.963,NA,2.263,7.303,5.04,1.79840401194672,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.15650061003807,-0.116500610038074,21.4447,4.7,NA,0.108397664575184,10.2297965661521,0.523001082125179,0.459442176548375,6.94291277610786,0.156858220262513,0.208807222064259,0.454479873034194,0.267419016684047,NA,0.370871341010814,0.868984574921808,0.207549504950495,22.3012504950495,0.0206016329286272,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,56,"231215-glu005-7-56",32.3894,2.1801,NA,4.8108,54.147,7.32,NA,2.069,7.22,5.151,1.81661467022623,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.1074569622198,0.0435430377802,21.8823,5.251,NA,0.128872778994941,10.4550956571923,0.53451955833865,0.502243133125971,7.78795094980743,0.196283173988508,0.233286536821154,0.464489251190304,0.299993900284442,NA,0.420764957281365,0.868984574921808,0.207549504950495,22.3012504950495,0.0225208507136163,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,57,"231215-glu005-7-57",32.8271,2.1801,NA,4.8108,54.147,6.247,NA,2.154,7.068,4.914,1.77732242143029,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.05918192352418,-0.145181923524182,22.32,4.093,NA,0.0673327292123103,9.97405165199827,0.509926055072049,0.410364828938898,6.09481698167766,0.117290614335034,0.181839991470003,0.443117876208339,0.234794831744684,NA,0.313661256353839,0.868984574921808,0.207549504950495,22.3012504950495,0.0184009784128469,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,58,"231215-glu005-7-58",33.2647,2.1801,NA,4.8108,54.147,7.667,NA,1.983,6.937,4.954,1.78406326259358,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,5.01168515914469,-0.0576851591446932,22.7576,5.684,NA,0.148774360797899,10.0552405136344,0.514076857311138,0.565277378725331,8.49787486306067,0.229404420223399,0.252523457492181,0.446724859327658,0.327398612214059,NA,0.494244774400323,0.868984574921808,0.207549504950495,22.3012504950495,0.0253473400000961,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,59,"231215-glu005-7-59",33.7024,2.1801,NA,4.8108,54.147,7.88,NA,1.98,6.914,4.934,1.78069852186863,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.96493276122289,-0.0309327612228953,23.1953,5.9,NA,0.160990605535737,10.0146460828163,0.512001456191594,0.589137144858622,8.85617131295347,0.246120612931439,0.262119704293432,0.444921367767999,0.341233105738501,NA,0.522058405471894,0.868984574921808,0.207549504950495,22.3012504950495,0.0264172246748854,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,60,"231215-glu005-7-60",34.14,2.1801,NA,4.8108,54.147,7.127,NA,1.982,7.161,5.179,1.82115644607884,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.91893409010284,0.260065909897163,23.6329,5.145,NA,0.117803599490703,10.5119278603376,0.537425119906012,0.489443998128309,7.7538378435493,0.194691639218204,0.228577267557577,0.467014139373828,0.298786177947618,NA,0.405844843778514,0.868984574921808,0.207549504950495,22.3012504950495,0.0219469306547163,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,61,"231215-glu005-7-61",34.5777,2.1801,NA,4.8108,54.147,8.007,NA,2.079,6.823,4.744,1.74815583174592,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.87365630741228,-0.129656307412285,24.0706,5.928,NA,0.168274469769096,9.62899899004472,0.492285145555922,0.615640317973744,8.96968651962823,0.251416624294756,0.263363662212113,0.427788197951234,0.345668417222831,NA,0.552953489486209,0.868984574921808,0.207549504950495,22.3012504950495,0.0276056411325637,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,62,"231215-glu005-7-62",35.0153,2.1801,NA,4.8108,54.147,9.297,NA,2.133,6.692,4.559,1.71541823597133,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.82910847826111,-0.270108478261106,24.5082,7.164,NA,0.242260177336285,9.25350050497764,0.473087685200137,0.774193506138174,10.8833346992114,0.340697195606227,0.31827551890816,0.411105901024383,0.419452763237795,NA,0.737780945723241,0.868984574921808,0.207549504950495,22.3012504950495,0.0347152508918741,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,63,"231215-glu005-7-63",35.4529,2.1801,NA,4.8108,54.147,8.107,NA,2.189,6.453,4.264,1.66089119402302,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.78526873818939,-0.521268738189387,24.9458,5.918,NA,0.174009795937095,8.6547326504112,0.442475518686858,0.683787730834046,9.02648587784519,0.254066578035385,0.262919391526869,0.384504400519406,0.347919219100426,NA,0.632393790333657,0.868984574921808,0.207549504950495,22.3012504950495,0.0306614075737966,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,64,"231215-glu005-7-64",35.8906,2.1801,NA,4.8108,54.147,8.77,NA,2.079,6.631,4.552,1.7141582232045,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.74211605190859,-0.190116051908586,25.3835,6.691,NA,0.212035008430929,9.23929245419131,0.472361294808296,0.724189653393285,10.2464284339136,0.310982561618477,0.297261515496161,0.410474678978502,0.394976149123905,NA,0.67949082231491,0.868984574921808,0.207549504950495,22.3012504950495,0.0324730513902816,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,65,"231215-glu005-7-65",36.3282,2.1801,NA,4.8108,54.147,7.573,NA,2.02,6.459,4.439,1.69359522044082,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.69965905906091,-0.260659059060908,25.8211,5.553,NA,0.143383154199979,9.00993392006925,0.460635278482871,0.61631972545669,8.53781013449717,0.231267586027526,0.246703511515496,0.400284951666426,0.329142142180698,NA,0.55374548337971,0.868984574921808,0.207549504950495,22.3012504950495,0.0276361061274794,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,66,"231215-glu005-7-66",36.7659,2.1801,NA,4.8108,54.147,6.993,NA,2.127,6.793,4.666,1.73448340140832,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.65786744967215,0.00813255032785332,26.2588,4.866,NA,0.110118262425584,9.47068070985428,0.484191081189699,0.513796225326962,7.51153437018372,0.183387057339656,0.216182115439295,0.420754580868562,0.289603832487025,NA,0.434232542940801,0.868984574921808,0.207549504950495,22.3012504950495,0.0230388975470688,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,67,"231215-glu005-7-67",37.2035,2.1801,NA,4.8108,54.147,7.94,NA,2.05,6.919,4.869,1.7696842615762,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.61674959088195,0.252250409118046,26.6964,5.89,NA,0.164431801236536,9.88271418265762,0.505256402553074,0.595990118821395,9.12870529726868,0.258835588484967,0.261675433608189,0.439060020199105,0.351984445057482,NA,0.530047003871342,0.868984574921808,0.207549504950495,22.3012504950495,0.0267245156926825,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,68,"231215-glu005-7-68",37.6412,2.1801,NA,4.8108,54.147,7.81,NA,1.997,6.868,4.871,1.77002497708205,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.57627612872162,0.294723871278381,27.1341,5.813,NA,0.156975877218137,9.88677362573943,0.505463942665029,0.587957226497663,9.04548692290028,0.254953064995806,0.258254549331817,0.439240369355071,0.348806751071534,NA,0.520682959719284,0.868984574921808,0.207549504950495,22.3012504950495,0.0263643165045018,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,69,"231215-glu005-7-69",38.0788,2.1801,NA,4.8108,54.147,7.117,NA,2.18,6.715,4.535,1.7110915661606,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.53645516642323,-0.00145516642322896,27.5717,4.937,NA,0.117230066873903,9.20478718799596,0.470597203856684,0.536351346225406,7.71315559528233,0.192793623477244,0.219336437304521,0.408941711152792,0.297456636451056,NA,0.460525332565786,0.868984574921808,0.207549504950495,22.3012504950495,0.0240502812317393,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,70,"231215-glu005-7-70",38.5165,2.1801,NA,4.8108,54.147,7.017,NA,2.086,6.505,4.419,1.68991129658398,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.49725827587025,-0.0782582758702528,28.0094,4.931,NA,0.111494740705904,8.96933948925119,0.458559877363326,0.549761775201985,7.73466845798435,0.193797298391511,0.219069874893375,0.398481460106767,0.298312821943932,NA,0.476158039189245,0.868984574921808,0.207549504950495,22.3012504950495,0.0246516120396039,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,71,"231215-glu005-7-71",38.9541,2.1801,NA,4.8108,54.147,6.047,NA,2.101,6.572,4.471,1.69946141508169,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.45869330471111,0.0123066952888937,28.447,3.946,NA,0.0558620768763119,9.07488500937816,0.463955920274142,0.434826446387159,6.21442740401877,0.122870995805021,0.175309212396929,0.403170538161881,0.239701071435666,NA,0.342176473113256,0.868984574921808,0.207549504950495,22.3012504950495,0.0194978504224991,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,72,"231215-glu005-7-72",39.3918,2.1801,NA,4.8108,54.147,6.983,NA,2.077,6.433,4.356,1.67821742782893,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.42073272147917,-0.0647327214791709,28.8847,4.906,NA,0.109544729808784,8.84146703217429,0.452022363836762,0.554885290206587,7.75727730878795,0.194852106238626,0.217959198180267,0.392800461693839,0.299238053165458,NA,0.482130585413359,0.868984574921808,0.207549504950495,22.3012504950495,0.0248813531927172,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,73,"231215-glu005-7-73",39.8294,2.1801,NA,4.8108,54.147,7.81,NA,2.062,6.379,4.317,1.6709092345222,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.38338412630054,-0.0663841263005436,29.3223,5.748,NA,0.156975877218137,8.76230789207906,0.44797533165365,0.655991557338001,9.12506297920523,0.258665657438565,0.255366789877737,0.389283653152503,0.352031894344065,NA,0.599991439426217,0.868984574921808,0.207549504950495,22.3012504950495,0.0294150122874778,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,74,"231215-glu005-7-74",40.267,2.1801,NA,4.8108,54.147,6.673,NA,2.015,6.615,4.6,1.7227665977411,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.34662918816162,0.253370811838378,29.7599,4.658,NA,0.0917652186879868,9.33671908815467,0.477342257495203,0.49889045134811,7.42430719345676,0.179317504610394,0.206941285186238,0.414803058721685,0.28644464910902,NA,0.416856693740606,0.868984574921808,0.207549504950495,22.3012504950495,0.0223705146695184,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,75,"231215-glu005-7-75",40.7047,2.1801,NA,4.8108,54.147,7.557,NA,2.011,6.569,4.558,1.71523833132031,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.3104502712204,0.247549728779596,30.1976,5.546,NA,0.142465502013099,9.25147078343673,0.47298391514416,0.599472249312965,8.87511622885958,0.247004481206492,0.246392522035826,0.4110157264464,0.342450241850005,NA,0.534106167414462,0.868984574921808,0.207549504950495,22.3012504950495,0.0268806562863387,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,76,"231215-glu005-7-76",41.1423,2.1801,NA,4.8108,54.147,5.997,NA,2.039,6.374,4.335,1.67428888475372,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.27485461889381,0.0601453811061869,30.6352,3.958,NA,0.0529944137923123,8.79884287981532,0.44984319266124,0.449831876084492,6.35927069391048,0.12962860768485,0.175842337219221,0.390906795556197,0.245397073028623,NA,0.359668492244562,0.868984574921808,0.207549504950495,22.3012504950495,0.0201707019157669,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,77,"231215-glu005-7-77",41.58,2.1801,NA,4.8108,54.147,7.88,NA,2.079,6.256,4.177,1.64422573791976,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.23981681950684,-0.062816819506839,31.0729,5.801,NA,0.160990605535737,8.47814687635262,0.43344752381684,0.684229712530723,9.35776473876256,0.269522274793897,0.257721424509525,0.376659212234887,0.361137707077694,NA,0.632909013986022,0.868984574921808,0.207549504950495,22.3012504950495,0.0306812262694691,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,78,"231215-glu005-7-78",42.0176,2.1801,NA,4.8108,54.147,7.317,NA,2.035,6.11,4.075,1.62432652492785,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.20534388801212,-0.130343888012121,31.5105,5.282,NA,0.128700719209901,8.27111527918049,0.422862978107163,0.638607953306551,8.55470409272754,0.232055767605839,0.234663775945408,0.367461405280623,0.330175119885789,NA,0.579727152403288,0.868984574921808,0.207549504950495,22.3012504950495,0.028635522185104,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,79,"231215-glu005-7-79",42.4553,2.1801,NA,4.8108,54.147,6.803,NA,2.107,6.136,4.029,1.61522115718983,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.17141121424313,-0.142411214243127,31.9482,4.696,NA,0.0992211427063857,8.17774808829895,0.418089555532211,0.57424121522149,7.63611426152971,0.1891992876085,0.208629513790162,0.363313374693406,0.294747695283568,NA,0.504694031945315,0.868984574921808,0.207549504950495,22.3012504950495,0.025749283222883,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,80,"231215-glu005-7-80",42.8929,2.1801,NA,4.8108,54.147,7.617,NA,1.953,6.176,4.223,1.65307194945416,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.1380255918942,0.0849744081058033,32.3858,5.664,NA,0.145906697713899,8.57151406723416,0.438220946391792,0.660793408909104,9.24708634047048,0.264358613710956,0.251634916121695,0.380807242822104,0.356961642139636,NA,0.605589018518694,0.868984574921808,0.207549504950495,22.3012504950495,0.0296303298801916,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,81,"231215-glu005-7-81",43.3306,2.1801,NA,4.8108,54.147,7.21,NA,2.029,6.102,4.073,1.62393235858455,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.10516318702692,-0.0321631870269243,32.8235,5.181,NA,0.122563920210142,8.26705583609869,0.422655437995209,0.626704367639177,8.4924499349129,0.229151322141148,0.230176642024453,0.367281056124657,0.327859883920178,NA,0.565850992078346,0.868984574921808,0.207549504950495,22.3012504950495,0.0281017590371578,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,82,"231215-glu005-7-82",43.7682,2.1801,NA,4.8108,54.147,7.87,NA,2.042,6.369,4.327,1.67278822793486,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.07283057905605,0.254169420943947,33.2611,5.828,NA,0.160417072918937,8.7826051074881,0.449013032213422,0.663584429525474,9.59127369377264,0.280416551564347,0.258920955359682,0.390185398932333,0.370314065563833,NA,0.608842546541693,0.868984574921808,0.207549504950495,22.3012504950495,0.0297554807374043,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,83,"231215-glu005-7-83",44.2059,2.1801,NA,4.8108,54.147,9.047,NA,2.076,5.984,3.908,1.59086652684866,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.04100468578833,-0.13300468578833,33.6988,6.971,NA,0.227921861916287,7.93215178184966,0.405533378758968,0.878828367348067,11.5183311085984,0.370322725949612,0.309701094682968,0.352402250757466,0.444756321964664,NA,0.859755126469977,0.868984574921808,0.207549504950495,22.3012504950495,0.0394071340323787,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,84,"231215-glu005-7-84",44.6435,2.1801,NA,4.8108,54.147,7.907,NA,2.056,5.926,3.87,1.5830939370945,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,4.00969187911748,-0.139691879117478,34.1364,5.851,NA,0.162539143601097,7.85502236329534,0.401590116631834,0.744873754572659,9.70648330854684,0.285791614931457,0.259942777935741,0.348975616794113,0.374828946180514,NA,0.703602540595644,0.868984574921808,0.207549504950495,22.3012504950495,0.0334005375500359,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,85,"231215-glu005-7-85",45.0812,2.1801,NA,4.8108,54.147,9.29,NA,2.131,6.065,3.934,1.59615001810717,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,3.97886980488464,-0.0448698048846441,34.5741,7.159,NA,0.241858704504525,7.98492454191314,0.408231400214376,0.896564515096187,11.9239984624586,0.389248991237804,0.318053383565539,0.354746789785024,0.460502262802754,NA,0.880430378161097,0.868984574921808,0.207549504950495,22.3012504950495,0.0402024323835656,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,86,"231215-glu005-7-86",45.5188,2.1801,NA,4.8108,54.147,7.973,NA,2.104,5.944,3.84,1.57691472072854,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,3.94854463400794,-0.108544634007943,35.0117,5.869,NA,0.166324458871976,7.79413071706824,0.398477014952517,0.753002510869823,9.81456366267817,0.290834065193392,0.260742465169178,0.346270379454624,0.379070067108566,NA,0.713078334593665,0.868984574921808,0.207549504950495,22.3012504950495,0.0337650353300581,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,87,"231215-glu005-7-87",45.9564,2.1801,NA,4.8108,54.147,7.877,NA,2.165,6.022,3.857,1.58042096336361,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,3.91870148263117,-0.0617014826311735,35.4493,5.712,NA,0.160818545750697,7.8286359832636,0.40024110590413,0.729629019948221,9.59030509795422,0.280371362072902,0.253767415410862,0.347803347280335,0.370441435007249,NA,0.685831560684971,0.868984574921808,0.207549504950495,22.3012504950495,0.0327169554958448,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,88,"231215-glu005-7-88",46.3941,2.1801,NA,4.8108,54.147,8.793,NA,2,5.964,3.964,1.60221186734236,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,3.88932603134233,0.0746739686576676,35.887,6.793,NA,0.213354133449569,8.04581618814024,0.411344501893692,0.844289732844391,11.4510042140104,0.367181613765263,0.301793076485641,0.357452027124513,0.442353386119203,NA,0.819493003512255,0.868984574921808,0.207549504950495,22.3012504950495,0.037858403188279,"231215_glu005_7"
"glu005",13.747,15.756,7,231215,89,"231215-glu005-7-89",46.8317,2.1801,NA,4.8108,54.147,6.583,NA,2.071,5.948,3.877,1.58453027672792,"glu005-231215-7",9.94051056261565,-0.0366149697434942,2.07103,3.86042416142972,0.0165758385702821,36.3246,4.512,NA,0.0866034251367875,7.86923041408166,0.402316507023674,0.573372459894676,7.63639507466914,0.189212388845074,0.200454933181689,0.349606838839994,0.295020917238796,NA,0.503681312876047,0.868984574921808,0.207549504950495,22.3012504950495,0.0257103277693757,"231215_glu005_7"
